id,color,x1,y1,x2,y2
180,"(0.3137254901960784, 0.33725490196078434, 0.6823529411764706)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
181,"(0.06666666666666667, 0.43529411764705883, 0.7372549019607844)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
182,"(0.5294117647058824, 0.3333333333333333, 0.30196078431372547)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
183,"(0.7490196078431373, 0.2196078431372549, 0.15294117647058825)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
184,"(0.4980392156862745, 0.7686274509803922, 0.40784313725490196)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
185,"(0.5215686274509804, 0.7333333333333333, 0.6666666666666666)",2437.975830078125,3020.664794921875,2437.975830078125,3020.664794921875
186,"(0.5411764705882353, 0.7019607843137254, 0.6666666666666666)",2438.95849609375,3032.995849609375,2438.95849609375,3032.995849609375
187,"(0.2, 0.5098039215686274, 0.9098039215686274)",2438.95849609375,3032.995849609375,2438.95849609375,3032.995849609375
188,"(0.8901960784313725, 0.7372549019607844, 0.5568627450980392)",2438.95849609375,3032.995849609375,2438.95849609375,3032.995849609375
189,"(0.3803921568627451, 0.30980392156862746, 0.8117647058823529)",2438.95849609375,3032.995849609375,2438.95849609375,3032.995849609375
190,"(0.054901960784313725, 0.5647058823529412, 0.3843137254901961)",2440.888427734375,3023.430908203125,2440.888427734375,3023.430908203125
191,"(0.4980392156862745, 0.00784313725490196, 0.7725490196078432)",2440.888427734375,3023.430908203125,2440.888427734375,3023.430908203125
192,"(0.7607843137254902, 0.30196078431372547, 0.1843137254901961)",2440.888427734375,3023.430908203125,2440.888427734375,3023.430908203125
193,"(0.49019607843137253, 0.8274509803921568, 0.4)",2440.888427734375,3023.430908203125,2440.888427734375,3023.430908203125
194,"(0.596078431372549, 0.5137254901960784, 0.7568627450980392)",2484.5009765625,2050.946044921875,2484.5009765625,2050.946044921875
195,"(0.5490196078431373, 0.1450980392156863, 0.592156862745098)",2484.5009765625,2050.946044921875,2484.5009765625,2050.946044921875
196,"(0.1607843137254902, 0.3254901960784314, 0.2196078431372549)",2484.5009765625,2050.946044921875,2484.5009765625,2050.946044921875
197,"(0.27058823529411763, 0.5882352941176471, 0.6705882352941176)",2484.5009765625,2050.946044921875,2484.5009765625,2050.946044921875
198,"(0.0392156862745098, 0.6352941176470588, 0.8901960784313725)",2809.07568359375,1099.869384765625,2809.07568359375,1099.869384765625
199,"(0.20784313725490197, 0.8392156862745098, 0.2)",2809.07568359375,1099.869384765625,2809.07568359375,1099.869384765625
200,"(0.6588235294117647, 0.6745098039215687, 0.17254901960784313)",2809.07568359375,1099.869384765625,2809.07568359375,1099.869384765625
201,"(0.9803921568627451, 0.8117647058823529, 0.4666666666666667)",2809.07568359375,1099.869384765625,2809.07568359375,1099.869384765625
202,"(0.8588235294117647, 0.2901960784313726, 0.8509803921568627)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
203,"(0.9372549019607843, 0.34901960784313724, 0.7411764705882353)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
204,"(0.796078431372549, 0.27058823529411763, 0.8549019607843137)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
205,"(0.5725490196078431, 0.4980392156862745, 0.803921568627451)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
206,"(0.8117647058823529, 0.39215686274509803, 0.8588235294117647)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
207,"(0.996078431372549, 0.5215686274509804, 0.023529411764705882)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
208,"(0.8509803921568627, 0.30196078431372547, 0.7215686274509804)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
209,"(0.5019607843137255, 0.25098039215686274, 0.36470588235294116)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
210,"(0.5843137254901961, 0.17647058823529413, 0.0196078431372549)",2840.177001953125,3230.53466796875,2840.177001953125,3230.53466796875
